gender,age,married,n_of_dependents,n_of_referrals,tenure_in_months,offer,phone_service,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,ttl_refunds,ttl_extra_data_chg,ttl_l_distance_chg,ttl_revenue,customer_status
Female,73,Yes,0,3.0,12,No Offer,Yes,No,Yes,DSL,13.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.0,20,445.8,1409.65,0
Male,55,Yes,1,0.0,69,Offer A,Yes,Yes,Yes,Fiber Optic,21.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,583.74,7440.19,0
Female,52,No,1,0.0,35,No Offer,Yes,Yes,Yes,DSL,19.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,0.0,130,1358.7,3144.05,0
Male,70,No,0,0.0,2,No Offer,Yes,Yes,Yes,Fiber Optic,14.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,50.38,247.13,1
Female,32,No,0,0.0,20,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,Yes,No,No,Yes,No,One Year,Yes,Credit Card,0.0,0,218.0,651.75,0
Male,36,No,0,0.0,26,Offer C,Yes,No,Yes,DSL,8.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,1146.86,2384.16,0
Male,44,No,0,0.0,3,Offer E,No,No,Yes,DSL,21.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,0.0,108.7,1
Female,20,No,3,0.0,4,Offer E,Yes,Yes,No,Fiber Optic,26.22592945662536,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,155.88,240.08,0
Male,46,No,0,0.0,2,No Offer,Yes,No,Yes,DSL,11.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,0.0,10,49.8,134.7,1
Male,80,Yes,0,1.0,46,Offer B,Yes,Yes,Yes,Fiber Optic,22.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,246.56,4926.61,1
Female,38,Yes,0,1.0,5,Offer E,Yes,No,Yes,Fiber Optic,22.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.16,0,5.6,432.39,1
Female,33,No,0,0.0,10,No Offer,No,Yes,Yes,DSL,23.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,0.0,374.0,0
Female,73,No,0,0.0,13,No Offer,Yes,No,Yes,Fiber Optic,21.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,524.81,1465.16,1
Female,55,Yes,0,3.0,71,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,Yes,Yes,No,No,No,No,Yes,No,Two Year,No,Bank Withdrawal,0.0,0,2281.23,4118.13,0
Female,23,No,0,0.0,42,Offer B,Yes,Yes,Yes,Cable,41.0,Yes,Yes,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1236.48,3658.08,0
Male,44,Yes,0,1.0,61,No Offer,Yes,Yes,Yes,Fiber Optic,24.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,2787.7,9069.15,1
Female,56,No,0,0.0,39,No Offer,No,No,Yes,DSL,6.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,3.51,0,0.0,1901.89,0
Male,41,No,0,0.0,7,Offer E,Yes,No,Yes,DSL,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,210.28,488.68,0
Female,64,No,0,0.0,15,Offer D,Yes,No,No,DSL,26.22592945662536,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,592.35,923.95,0
Female,35,Yes,0,5.0,61,No Offer,Yes,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,2203.93,8587.83,0
Female,43,Yes,1,3.0,19,No Offer,Yes,No,Yes,DSL,17.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,140.98,1103.88,0
Male,25,No,0,0.0,59,No Offer,Yes,Yes,No,DSL,26.22592945662536,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,No,Credit Card,0.0,0,1527.51,3038.01,0
Male,61,No,1,0.0,30,Offer C,No,No,Yes,DSL,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,0.0,1307.8,0
Male,65,Yes,0,7.0,62,Offer B,Yes,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1704.38,7333.93,0
Male,40,Yes,0,2.0,2,Offer E,Yes,No,No,DSL,26.22592945662536,No,No,Yes,No,Yes,Yes,No,Yes,One Year,No,Mailed Check,0.0,0,30.28,66.18,1
Female,61,No,0,0.0,18,No Offer,Yes,No,Yes,Fiber Optic,26.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.76,0,358.74,1687.58,0
Female,70,Yes,0,1.0,20,No Offer,Yes,No,Yes,DSL,16.0,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,179.6,1438.95,0
Male,57,No,2,0.0,5,No Offer,Yes,No,Yes,DSL,21.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,67.7,302.9,0
Female,58,Yes,0,1.0,42,No Offer,Yes,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,450.66,4039.06,1
Female,43,Yes,0,2.0,10,No Offer,No,No,Yes,Cable,20.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,0.0,525.5,0
Female,41,Yes,1,6.0,52,No Offer,Yes,Yes,Yes,Fiber Optic,28.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,1616.68,6610.08,0
Male,21,Yes,1,6.0,45,Offer B,Yes,No,No,Fiber Optic,26.22592945662536,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,0.0,0,775.35,1679.05,0
Male,73,Yes,0,2.0,69,No Offer,Yes,Yes,Yes,Fiber Optic,14.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,0.0,0,572.7,8182.8,0
Female,52,No,0,0.0,36,Offer C,Yes,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1022.76,4909.21,0
Female,72,No,0,0.0,8,No Offer,Yes,No,Yes,Fiber Optic,13.0,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,17.44,617.59,0
Female,45,No,0,0.0,3,No Offer,Yes,No,Yes,DSL,7.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,77.88,274.03,1
Male,56,No,0,0.0,13,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0,609.96,861.61,0
Female,60,Yes,2,1.0,38,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,0.0,0,1395.36,2158.46,0
Female,21,No,0,0.0,61,Offer B,Yes,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,941.84,7364.84,0
Male,24,No,0,0.0,16,Offer D,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,336.64,664.09,1
Female,25,No,2,0.0,18,Offer D,Yes,Yes,Yes,DSL,30.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,315.18,1307.88,0
Male,33,Yes,0,6.0,23,No Offer,Yes,Yes,Yes,Cable,17.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,317.17,1731.37,0
Female,64,No,0,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,21.52,91.22,1
Female,65,No,0,0.0,46,No Offer,Yes,Yes,Yes,DSL,26.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,737.84,3993.19,0
Male,41,No,0,0.0,11,No Offer,Yes,No,Yes,Fiber Optic,29.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,277.64,1093.14,1
Female,42,Yes,3,0.0,35,Offer C,Yes,Yes,Yes,DSL,23.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,1368.85,3505.75,0
Female,75,No,0,0.0,6,Offer E,Yes,No,Yes,Fiber Optic,27.0,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,20,53.46,507.56,1
Male,41,Yes,0,2.0,31,No Offer,Yes,No,Yes,DSL,15.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,848.47,3272.92,0
Male,50,No,0,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,10,22.86,102.66,1
Female,67,No,0,0.0,38,No Offer,Yes,No,Yes,DSL,27.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,991.8,3242.45,1
Female,31,No,0,0.0,2,Offer E,Yes,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,75.52,228.57,1
Female,76,No,0,0.0,16,No Offer,Yes,Yes,Yes,Fiber Optic,7.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,280.16,1630.31,1
Male,57,Yes,2,4.0,42,Offer B,Yes,No,No,Cable,26.22592945662536,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card,0.0,0,391.86,1246.76,0
Male,52,No,0,0.0,56,No Offer,Yes,Yes,No,DSL,26.22592945662536,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,2677.92,4121.97,0
Female,68,No,0,0.0,13,No Offer,Yes,No,Yes,DSL,20.0,No,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,136.63,867.93,0
Male,39,No,0,0.0,26,No Offer,No,Yes,Yes,DSL,6.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,0.0,1156.55,0
Male,58,No,1,0.0,54,No Offer,Yes,No,Yes,Fiber Optic,11.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.0,10,1130.22,6966.87,0
Male,27,No,0,0.0,40,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,Yes,No,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,0.0,0,1098.8,2072.75,0
Male,32,Yes,1,0.0,8,Offer E,Yes,Yes,Yes,DSL,14.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,298.24,944.04,0
Female,72,Yes,0,1.0,25,No Offer,Yes,No,Yes,Fiber Optic,4.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,486.0,2677.15,0
Female,51,No,0,0.0,2,Offer E,Yes,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,10,99.58,255.63,1
Female,31,Yes,3,4.0,42,No Offer,Yes,No,No,DSL,26.22592945662536,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1455.72,2217.57,0
Female,56,Yes,2,1.0,58,No Offer,Yes,Yes,No,DSL,26.22592945662536,No,No,No,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,0.0,0,1711.0,3220.9,0
Male,44,Yes,0,1.0,12,Offer D,Yes,No,Yes,Fiber Optic,20.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,535.2,1535.0,0
Female,39,Yes,0,0.0,46,Offer B,Yes,Yes,No,DSL,26.22592945662536,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,0.0,0,211.6,1377.5,0
Male,53,No,0,0.0,7,No Offer,Yes,No,No,DSL,26.22592945662536,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,63.98,176.28,1
Male,48,Yes,2,1.0,8,Offer E,Yes,No,Yes,DSL,24.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,0.0,0,54.24,399.74,0
Female,35,No,0,0.0,16,No Offer,Yes,Yes,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,39.99,0,208.64,1298.0,0
Female,60,No,0,0.0,10,No Offer,Yes,Yes,Yes,Fiber Optic,10.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,497.0,1327.7,1
Female,35,No,0,0.0,16,Offer D,Yes,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,751.84,1946.14,1
Female,35,No,0,0.0,52,No Offer,Yes,No,Yes,DSL,5.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,0.0,0,1759.68,4801.93,0
Female,52,No,0,0.0,1,Offer E,Yes,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,49.24,118.89,1
Male,69,Yes,0,1.0,70,No Offer,Yes,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,15.24,0,1221.5,8307.76,1
Male,75,Yes,0,3.0,49,Offer B,Yes,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,0.0,0,1123.08,5670.33,1
Male,20,No,0,0.0,4,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,167.76,246.06,0
Female,62,No,0,0.0,59,Offer B,Yes,Yes,Yes,DSL,9.0,Yes,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,0.0,150,1670.88,5891.83,0
Female,55,No,0,0.0,47,No Offer,Yes,No,Yes,Cable,5.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,0.0,0,1238.45,4051.5,0
Male,43,Yes,0,1.0,47,No Offer,Yes,Yes,Yes,Fiber Optic,7.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1773.78,6892.73,1
Male,40,No,0,0.0,5,No Offer,Yes,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,195.65,695.75,0
Female,41,Yes,0,1.0,11,Offer D,Yes,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,273.13,756.83,1
Male,56,No,0,0.0,52,No Offer,Yes,No,Yes,Cable,10.0,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,0.0,130,2404.48,5876.93,0
Male,36,No,0,0.0,9,Offer E,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,123.48,305.28,0
Female,48,No,0,0.0,9,No Offer,Yes,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,5.9,0,366.57,766.37,0
Female,40,No,0,0.0,10,No Offer,Yes,No,Yes,Fiber Optic,11.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,271.0,1117.0,1
Male,44,No,3,0.0,12,Offer D,Yes,No,No,DSL,26.22592945662536,No,No,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,206.76,419.06,0
Female,57,Yes,0,3.0,43,No Offer,Yes,No,Yes,DSL,20.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,1601.75,4101.05,1
Female,47,No,0,0.0,13,Offer D,No,Yes,Yes,DSL,27.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,0.0,649.4,0
Female,63,No,0,0.0,3,Offer E,Yes,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,10,15.6,271.9,1
Male,66,Yes,0,1.0,16,No Offer,Yes,No,Yes,Fiber Optic,20.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,247.04,1787.09,0
Male,79,Yes,0,5.0,45,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,0.0,0,2020.95,3195.3,0
Female,60,No,0,0.0,3,Offer E,Yes,No,Yes,Fiber Optic,2.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,97.29,343.79,1
Female,24,No,0,0.0,1,Offer E,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,5.36,24.96,1
Male,36,Yes,0,1.0,70,Offer A,Yes,Yes,No,Cable,26.22592945662536,No,No,Yes,No,No,No,Yes,No,Two Year,No,Bank Withdrawal,0.0,0,1997.8,3721.95,0
Female,46,Yes,2,1.0,3,Offer E,No,Yes,Yes,Cable,15.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,0.0,91.7,1
Male,57,No,0,0.0,56,No Offer,Yes,Yes,No,DSL,26.22592945662536,Yes,No,Yes,No,Yes,Yes,No,No,One Year,No,Bank Withdrawal,0.0,0,144.48,1478.48,1
Male,65,No,0,0.0,24,No Offer,Yes,Yes,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,695.52,3135.67,1
Female,78,Yes,1,1.0,25,Offer C,Yes,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,13.43,0,494.0,2995.07,1
Female,34,No,0,0.0,53,No Offer,No,No,Yes,DSL,25.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,0.0,2879.2,0
Male,51,No,0,0.0,1,Offer E,Yes,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,12.13,81.98,1
Male,63,Yes,0,1.0,25,No Offer,Yes,No,Yes,Fiber Optic,4.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.0,140,881.75,3200.35,1
Female,36,Yes,3,1.0,27,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,0.0,0,64.8,614.9,0
Female,31,Yes,0,7.0,60,Offer B,No,No,Yes,Cable,4.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,0.0,2911.5,0
Female,74,No,0,0.0,20,Offer D,Yes,No,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,463.6,2135.2,0
Female,68,No,0,0.0,56,No Offer,Yes,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1936.48,7447.13,1
Female,53,No,0,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,24.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,22.86,103.96,1
Female,33,No,0,0.0,42,No Offer,Yes,No,Yes,Cable,20.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,1459.92,4222.67,0
Female,23,No,0,0.0,16,Offer D,Yes,No,No,Fiber Optic,26.22592945662536,No,No,Yes,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,0.0,0,756.0,1074.6,0
Female,33,Yes,2,1.0,65,Offer B,Yes,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,2938.65,10184.55,0
Female,65,Yes,0,2.0,20,No Offer,Yes,No,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,777.0,2636.5,0
Male,59,No,0,0.0,33,Offer C,Yes,No,Yes,Fiber Optic,18.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,1572.12,4599.77,0
Male,43,Yes,0,1.0,22,Offer D,Yes,No,No,Fiber Optic,26.22592945662536,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,457.16,928.71,0
Male,55,No,0,0.0,8,Offer E,No,Yes,Yes,Cable,4.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0,0.0,226.45,1
Male,36,No,0,0.0,44,No Offer,Yes,No,No,DSL,26.22592945662536,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,61.6,967.15,0
Male,60,No,0,0.0,7,No Offer,Yes,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,108.57,744.17,1
Female,72,No,0,0.0,69,No Offer,Yes,Yes,Yes,Fiber Optic,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,1614.6,9082.15,0
Male,37,No,0,0.0,35,No Offer,Yes,No,Yes,Fiber Optic,16.0,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,892.85,3923.45,1
Female,47,Yes,0,1.0,2,No Offer,Yes,No,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,92.46,239.61,1
Male,78,No,0,0.0,15,No Offer,Yes,No,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,258.45,1414.55,1
Male,37,Yes,1,1.0,22,Offer D,Yes,No,No,Fiber Optic,26.22592945662536,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,0.0,0,822.8,1256.3,0
Male,39,Yes,1,2.0,32,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,0.0,0,1132.48,1746.43,0
Female,64,Yes,0,1.0,6,No Offer,Yes,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,216.72,719.57,1
Female,60,Yes,0,3.0,13,Offer D,Yes,No,Yes,DSL,27.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,247.65,982.0,1
Male,43,Yes,3,5.0,55,No Offer,Yes,No,No,Cable,26.22592945662536,No,Yes,Yes,No,Yes,No,Yes,No,One Year,No,Credit Card,0.0,0,1992.65,3019.0,0
Female,38,Yes,0,4.0,7,No Offer,Yes,No,Yes,DSL,9.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.36,0,85.12,617.86,0
Female,41,Yes,1,1.0,6,No Offer,Yes,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,176.46,461.66,0
Male,35,No,0,0.0,53,No Offer,Yes,Yes,Yes,DSL,4.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,346.62,4304.87,0
Male,32,Yes,0,1.0,16,No Offer,Yes,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,287.36,1571.56,1
Male,57,No,0,0.0,69,No Offer,Yes,Yes,No,DSL,26.22592945662536,Yes,No,No,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,1534.56,3247.66,0
Female,51,Yes,2,4.0,40,No Offer,Yes,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,1176.8,5092.2,0
Female,52,Yes,0,1.0,21,No Offer,Yes,No,Yes,Fiber Optic,3.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,350.07,2460.22,1
Female,64,No,0,0.0,19,Offer D,Yes,Yes,Yes,Fiber Optic,17.0,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,120,624.53,2533.78,1
Male,32,Yes,1,1.0,18,Offer D,Yes,No,Yes,Fiber Optic,19.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,434.88,1935.38,0
Male,44,No,0,0.0,2,No Offer,Yes,Yes,Yes,Cable,20.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,74.58,192.88,1
Female,52,Yes,0,7.0,33,Offer C,No,No,Yes,DSL,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,0.0,2016.3,0
Male,61,No,0,0.0,1,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,49.2,68.5,1
Male,53,Yes,0,6.0,72,No Offer,Yes,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,1652.4,9411.3,0
Male,44,No,0,0.0,2,No Offer,Yes,No,Yes,Cable,3.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,0.0,30,34.5,160.95,1
